protein_name1,protein_name2
Q8GZM7,Q8GZM7
Q9LZH9,P59224
P59224,Q9LZH9
Q921Y2,Q8R3H9
Q8R3H9,Q921Y2
Q9XTM1,P08928
P08928,Q9XTM1
Q9BT78,Q9UBW8
Q9UBW8,Q9BT78
O13807,Q9UTH0
Q9UTH0,O13807
Q04201,P53878
P53878,Q04201
Q96HT8,O00560
O00560,Q96HT8
Q01802,P25573
P25573,Q01802
P40090,Q04305
Q04305,P40090
P53905,Q04477
Q04477,P53905
P40217,P50945
P50945,P40217
O43390,Q8IXI1
Q8IXI1,O43390
P04983,P76319
P76319,P04983
Q9LTX2,Q570C0
Q570C0,Q9LTX2
Q9H5K3,Q70CQ3
Q70CQ3,Q9H5K3
P54254,Q8CDG3
Q8CDG3,P54254
P02647,P68871
P68871,P02647
P25454,P26754
P26754,P25454
O75112,P04637
P04637,O75112
O75530,P61106
P61106,O75530
Q9U1H9,Q9VTL1
Q9VTL1,Q9U1H9
P29453,Q12464
Q12464,P29453
Q03981,P40963
P40963,Q03981
Q9UK99,Q9H2X6
Q9H2X6,Q9UK99
Q9LRX8,Q9SF40
Q9SF40,Q9LRX8
P49956,P36088
P36088,P49956
Q8N8Q3,Q13371
Q13371,Q8N8Q3
P38753,P40102
P40102,P38753
Q04226,Q02724
Q02724,Q04226
Q08649,P53154
P53154,Q08649
Q9P6S5,O43019
O43019,Q9P6S5
P38147,P39529
P39529,P38147
P13016,P39282
P39282,P13016
Q7L190,Q8WV41
Q8WV41,Q7L190
P64602,P76372
P76372,P64602
P32841,P38927
P38927,P32841
P47114,P32833
P32833,P47114
P31666,P39836
P39836,P31666
P0AEM0,Q46907
Q46907,P0AEM0
Q71F56,O75448
O75448,Q71F56
Q12509,Q01560
Q01560,Q12509
P49757,P01116
P01116,P49757
Q00618,P39078
P39078,Q00618
Q99814,O43513
O43513,Q99814
Q06505,P38210
P38210,Q06505
P23301,P53112
P53112,P23301
P43571,P46944
P46944,P43571
Q6IWH7,P17987
P17987,Q6IWH7
P0A8C4,P0ADE8
P0ADE8,P0A8C4
P53549,Q02555
Q02555,P53549
O13615,O14097
O14097,O13615
P00562,Q46802
Q46802,P00562
P52553,O94742
O94742,P52553
Q92831,Q9Y4A5
Q9Y4A5,Q92831
P39517,Q04651
Q04651,P39517
P23291,P43603
P43603,P23291
Q6W2J9,Q3KNV8
Q3KNV8,Q6W2J9
Q66K64,Q16531
Q16531,Q66K64
Q03516,P39001
P39001,Q03516
Q6Q560,P38344
P38344,Q6Q560
P0DTD8,Q96BY9
Q96BY9,P0DTD8
Q96QC0,O00308
O00308,Q96QC0
Q13616,P62829
P62829,Q13616
O14139,O42868
O42868,O14139
P53938,P38816
P38816,P53938
Q14739,P0DTD8
P0DTD8,Q14739
O00257,Q06609
Q06609,O00257
Q6PI77,Q17RB8
Q17RB8,Q6PI77
P40094,P53124
P53124,P40094
P28319,P43497
P43497,P28319
P50546,P56764
P56764,P50546
P49769,P61620
P61620,P49769
Q06412,Q07878
Q07878,Q06412
P57716,O14925
O14925,P57716
P0AE95,P27828
P27828,P0AE95
P0A715,P76397
P76397,P0A715
P0ABY4,P0A850
P0A850,P0ABY4
Q8IXI1,O75787
O75787,Q8IXI1
P21269,P08525
P08525,P21269
Q504T8,Q969Q1
Q969Q1,Q504T8
Q6ZN04,Q9Y5A9
Q9Y5A9,Q6ZN04
Q14152,Q13347
Q13347,Q14152
P61830,P36519
P36519,P61830
P48039,Q9Y6M5
Q9Y6M5,P48039
P25800,Q9BYV2
Q9BYV2,P25800
Q9USX9,O74774
O74774,Q9USX9
Q12191,P53071
P53071,Q12191
P26309,Q03049
Q03049,P26309
Q05541,P06777
P06777,Q05541
P51151,Q86Y82
Q86Y82,P51151
P0DTC9,P0DTD1
P0DTD1,P0DTC9
Q13115,Q6DKJ4
Q6DKJ4,Q13115
P11802,P62136
P62136,P11802
P38850,Q12098
Q12098,P38850
Q96CM8,Q9HC62
Q9HC62,Q96CM8
Q02241,Q9NRF8
Q9NRF8,Q02241
P02829,P51534
P51534,P02829
P0DTD2,Q3MJ13
Q3MJ13,P0DTD2
P48050,O14910
O14910,P48050
Q06142,P0CH08
P0CH08,Q06142
P53954,Q03554
Q03554,P53954
Q96AE4,Q99961
Q99961,Q96AE4
Q9Y6W8,Q4VGL6
Q4VGL6,Q9Y6W8
Q99207,Q02630
Q02630,Q99207
P49693,Q9SLL7
Q9SLL7,P49693
P25385,P33122
P33122,P25385
P53280,P38768
P38768,P53280
P75958,P75783
P75783,P75958
Q08924,P53749
P53749,Q08924
Q12271,Q05919
Q05919,Q12271
O75439,Q7Z7F7
Q7Z7F7,O75439
P25789,Q9UBT2
Q9UBT2,P25789
Q21929,Q10657
Q10657,Q21929
P60010,Q05471
Q05471,P60010
P47134,P40309
P40309,P47134
Q01804,Q6PDM2
Q6PDM2,Q01804
Q9BQ67,Q9H0A0
Q9H0A0,Q9BQ67
Q96PJ5,Q8N5M9
Q8N5M9,Q96PJ5
P38969,P53071
P53071,P38969
P54199,P04051
P04051,P54199
O75147,O76021
O76021,O75147
P60953,P05455
P05455,P60953
Q99383,Q12514
Q12514,Q99383
Q16720,Q8TCT9
Q8TCT9,Q16720
Q6P179,P61353
P61353,Q6P179
P02768,P09936
P09936,P02768
Q9NWB6,P78362
P78362,Q9NWB6
P53622,Q12749
Q12749,P53622
P25348,Q01684
Q01684,P25348
P38996,Q04673
Q04673,P38996
P0A8G0,P76119
P76119,P0A8G0
Q71F23,Q9HAU5
Q9HAU5,Q71F23
Q9Y276,P47985
P47985,Q9Y276
A8MQ03,Q16540
Q16540,A8MQ03
P32504,Q00539
Q00539,P32504
P02309,P08153
P08153,P02309
O95231,P61236
P61236,O95231
Q00610,Q9H8K7
Q9H8K7,Q00610
Q9Y333,P62306
P62306,Q9Y333
Q12377,Q12038
Q12038,Q12377
O60884,Q96MM6
Q96MM6,O60884
P52553,P53549
P53549,P52553
Q99728,P14866
P14866,Q99728
P17898,P32803
P32803,P17898
P38817,P23202
P23202,P38817
Q9BVG8,Q9Y250
Q9Y250,Q9BVG8
P19073,Q12690
Q12690,P19073
P0A725,P37744
P37744,P0A725
P0AE16,P69434
P69434,P0AE16
P0AAH4,P37660
P37660,P0AAH4
P22136,P47052
P47052,P22136
Q47270,P45795
P45795,Q47270
P24077,P76658
P76658,P24077
Q01094,Q8WTS6
Q8WTS6,Q01094
P47136,P40455
P40455,P47136
Q09472,Q16539
Q16539,Q09472
P0A6F3,P31600
P31600,P0A6F3
P38884,Q06833
Q06833,P38884
P25651,P47017
P47017,P25651
O95573,Q9UGI8
Q9UGI8,O95573
P09950,O14464
O14464,P09950
Q96BZ8,Q99687
Q99687,Q96BZ8
P93825,O81078
O81078,P93825
P35183,P36017
P36017,P35183
P28817,Q12171
Q12171,P28817
P87297,O94331
O94331,P87297
Q08217,P53750
P53750,Q08217
P32769,P24276
P24276,P32769
Q9H0B3,Q70EL1
Q70EL1,Q9H0B3
Q04228,Q04210
Q04210,Q04228
P02293,P25336
P25336,P02293
Q05015,Q12034
Q12034,Q05015
Q7Z4N8,Q13087
Q13087,Q7Z4N8
Q04472,P43594
P43594,Q04472
P40963,P06701
P06701,P40963
Q04632,P47103
P47103,Q04632
P39923,Q12250
Q12250,P39923
P0AEP3,P0ABC7
P0ABC7,P0AEP3
P48439,P11655
P11655,P48439
P38826,Q08746
Q08746,P38826
O75208,Q15070
Q15070,O75208
P0CG48,Q06523
Q06523,P0CG48
Q15717,Q15366
Q15366,Q15717
Q06541,P28000
P28000,Q06541
Q09472,O15350
O15350,Q09472
O60137,O43017
O43017,O60137
Q9BXJ9,Q8NFW8
Q8NFW8,Q9BXJ9
P25043,P39706
P39706,P25043
Q12099,Q99257
Q99257,Q12099
P38325,P04840
P04840,P38325
P0CG63,Q06696
Q06696,P0CG63
P38121,P32351
P32351,P38121
Q47141,Q46832
Q46832,Q47141
P38753,P07270
P07270,P38753
P40007,O13585
O13585,P40007
P15646,P22276
P22276,P15646
P0AG07,P09158
P09158,P0AG07
P62333,Q8QZS5
Q8QZS5,P62333
P08372,P77611
P77611,P08372
Q96DA2,Q96HU1
Q96HU1,Q96DA2
P28916,P76162
P76162,P28916
P25644,Q02775
Q02775,P25644
Q9NYF8,Q8NFZ5
Q8NFZ5,Q9NYF8
P34897,P10114
P10114,P34897
Q86B87,P09957
P09957,Q86B87
P24539,Q7L8L6
Q7L8L6,P24539
O95363,O60304
O60304,O95363
Q9V3L6,Q9TVQ5
Q9TVQ5,Q9V3L6
P40535,Q12020
Q12020,P40535
P36000,P22579
P22579,P36000
Q9BSI4,Q9BRA2
Q9BRA2,Q9BSI4
P0A8P1,P77737
P77737,P0A8P1
Q07648,P40395
P40395,Q07648
Q99828,Q9H4B4
Q9H4B4,Q99828
P19438,Q12933
Q12933,P19438
P40319,Q04228
Q04228,P40319
P38292,P53212
P53212,P38292
Q15067,P07203
P07203,Q15067
Q02878,Q96A35
Q96A35,Q02878
Q32NC0,Q9H583
Q9H583,Q32NC0
P11433,P32353
P32353,P11433
P46682,P39940
P39940,P46682
P37344,Q46911
Q46911,P37344
P25635,P53874
P53874,P25635
P06787,Q02196
Q02196,P06787
Q9NVH2,Q15116
Q15116,Q9NVH2
P31122,P0A9U8
P0A9U8,P31122
P34221,P42938
P42938,P34221
Q03835,P32910
P32910,Q03835
Q12980,Q9UJ41
Q9UJ41,Q12980
O75380,O00217
O00217,O75380
P36683,P75734
P75734,P36683
P53550,Q02892
Q02892,P53550
P0A6F5,P75809
P75809,P0A6F5
O00505,Q96RE7
Q96RE7,O00505
P04150,Q9USN5
Q9USN5,P04150
P32902,P17558
P17558,P32902
P40005,P25302
P25302,P40005
P28331,A3KMH1
A3KMH1,P28331
P06733,P13929
P13929,P06733
P16858,Q80VJ2
Q80VJ2,P16858
P32468,P14180
P14180,P32468
Q38997,Q9LQQ8
Q9LQQ8,Q38997
P27348,Q8WUI4
Q8WUI4,P27348
P07261,P38144
P38144,P07261
O94466,Q09914
Q09914,O94466
O08917,P14923
P14923,O08917
O94763,Q9NVU0
Q9NVU0,O94763
Q02629,Q3E7Y3
Q3E7Y3,Q02629
Q96AQ6,P0DTD1
P0DTD1,Q96AQ6
P11709,P32939
P32939,P11709
Q12186,P38991
P38991,Q12186
O43169,Q9HCC0
Q9HCC0,O43169
P52294,O43929
O43929,P52294
Q12283,Q07807
Q07807,Q12283
Q46925,P0A7H6
P0A7H6,Q46925
P39940,Q07379
Q07379,P39940
P47069,P39006
P39006,P47069
P40763,Q04206
Q04206,P40763
Q12802,Q8IYB3
Q8IYB3,Q12802
P00410,P36112
P36112,P00410
P61968,A8K0Z3
A8K0Z3,P61968
Q96RK0,P21333
P21333,Q96RK0
Q06604,P10592
P10592,Q06604
Q3U1J4,Q9R1K5
Q9R1K5,Q3U1J4
P32910,P33338
P33338,P32910
P19073,Q05080
Q05080,P19073
Q99278,O94742
O94742,Q99278
Q9UBD0,Q8N3Y7
Q8N3Y7,Q9UBD0
Q99814,P40337
P40337,Q99814
P36049,Q06116
Q06116,P36049
P32567,Q08646
Q08646,P32567
Q9HC52,Q8IXK0
Q8IXK0,Q9HC52
P53008,Q99380
Q99380,P53008
Q9NRD5,Q99633
Q99633,Q9NRD5
Q8IWR1,Q8N2K1
Q8N2K1,Q8IWR1
P03372,P09341
P09341,P03372
P39525,P07283
P07283,P39525
Q9Y297,P01106
P01106,Q9Y297
P38824,P53923
P53923,P38824
P46944,Q3E7B6
Q3E7B6,P46944
Q9UKT9,Q8N5A5
Q8N5A5,Q9UKT9
P21965,P40476
P40476,P21965
P37650,P10121
P10121,P37650
Q6NUQ1,O75396
O75396,Q6NUQ1
P38790,Q99316
Q99316,P38790
P32836,Q03525
Q03525,P32836
P0ABU7,Q46915
Q46915,P0ABU7
Q64282,Q64112
Q64112,Q64282
Q86XX4,Q9HCJ2
Q9HCJ2,Q86XX4
P06779,P38206
P38206,P06779
Q96FW1,P51668
P51668,Q96FW1
P25580,P08018
P08018,P25580
Q8N8A6,Q7Z2Z2
Q7Z2Z2,Q8N8A6
P38226,P32368
P32368,P38226
P17119,P33334
P33334,P17119
Q9USK5,O14303
O14303,Q9USK5
P00546,Q12389
Q12389,P00546
Q15058,Q13310
Q13310,Q15058
P17891,P43620
P43620,P17891
P49447,Q04941
Q04941,P49447
P38348,P43564
P43564,P38348
P60010,P49956
P49956,P60010
P53199,P25515
P25515,P53199
P15336,P51149
P51149,P15336
P14736,P25606
P25606,P14736
P40955,P53154
P53154,P40955
Q49AN0,P49792
P49792,Q49AN0
Q10434,O74536
O74536,Q10434
P02943,P33941
P33941,P02943
P0A940,P75799
P75799,P0A940
Q13362,P30153
P30153,Q13362
P25364,P23594
P23594,P25364
Q9DBC7,Q91XL2
Q91XL2,Q9DBC7
P53741,P33749
P33749,P53741
P06733,Q01469
Q01469,P06733
Q9P2N6,Q99P88
Q99P88,Q9P2N6
Q59RR0,P0CY24
P0CY24,Q59RR0
P53940,P32419
P32419,P53940
P33441,P32795
P32795,P33441
Q9NUQ8,Q92769
Q92769,Q9NUQ8
Q921E6,Q9WTX8
Q9WTX8,Q921E6
P05825,P0A887
P0A887,P05825
P19387,Q9CSU0
Q9CSU0,P19387
Q9NSP4,Q96H22
Q96H22,Q9NSP4
P32259,P38931
P38931,P32259
Q9BXW9,Q1KMD3
Q1KMD3,Q9BXW9
Q6PJF5,O94842
O94842,Q6PJF5
P40568,P52286
P52286,P40568
Q7L2E3,Q9NYY8
Q9NYY8,Q7L2E3
P0ACV2,P0AAA7
P0AAA7,P0ACV2
Q96N67,O14980
O14980,Q96N67
Q12157,P40541
P40541,Q12157
P07342,P22470
P22470,P07342
O60238,O95166
O95166,O60238
P0AAG0,P28306
P28306,P0AAG0
Q12001,Q08412
Q08412,Q12001
P29012,P77463
P77463,P29012
P47127,P32559
P32559,P47127
P35727,P48566
P48566,P35727
P24941,Q9Y608
Q9Y608,P24941
Q9UK58,O60504
O60504,Q9UK58
Q9NTJ5,Q9NY72
Q9NY72,Q9NTJ5
P25376,P53878
P53878,P25376
P10591,P40150
P40150,P10591
P21242,P38200
P38200,P21242
Q02539,Q6ZN55
Q6ZN55,Q02539
Q06187,Q13191
Q13191,Q06187
O60333,O60296
O60296,O60333
P35206,P24521
P24521,P35206
P40692,P15173
P15173,P40692
Q99558,P83731
P83731,Q99558
Q96GS4,Q96NL6
Q96NL6,Q96GS4
Q4V328,Q13233
Q13233,Q4V328
P41811,P37012
P37012,P41811
P68400,Q6NSZ9
Q6NSZ9,P68400
Q13616,P23526
P23526,Q13616
P38921,Q04673
Q04673,P38921
P34078,Q08444
Q08444,P34078
P0DTD1,Q12789
Q12789,P0DTD1
Q9P7Y8,O14174
O14174,Q9P7Y8
P0A7B1,P06992
P06992,P0A7B1
C0LGD8,Q9LRT1
Q9LRT1,C0LGD8
P02829,P40356
P40356,P02829
O75448,O43513
O43513,O75448
P47185,P53048
P53048,P47185
Q13526,O95785
O95785,Q13526
Q9ES28,Q01279
Q01279,Q9ES28
Q03957,P53538
P53538,Q03957
P15622,Q7Z3I7
Q7Z3I7,P15622
Q03465,P39001
P39001,Q03465
P06102,P39079
P39079,P06102
P06576,P49711
P49711,P06576
P53271,Q04638
Q04638,P53271
Q03330,P36124
P36124,Q03330
P84098,P62888
P62888,P84098
P42935,P38874
P38874,P42935
P25632,P22579
P22579,P25632
P38112,Q03306
Q03306,P38112
Q13158,Q9Y6K9
Q9Y6K9,Q13158
P0C0V0,P15639
P15639,P0C0V0
Q05779,P10622
P10622,Q05779
Q09177,O13799
O13799,Q09177
P05230,O60341
O60341,P05230
Q12933,O00463
O00463,Q12933
P40070,P38876
P38876,P40070
Q9Y6X0,Q9NY87
Q9NY87,Q9Y6X0
Q8TEK3,Q71DI3
Q71DI3,Q8TEK3
P22981,Q22875
Q22875,P22981
P02309,P29539
P29539,P02309
P54257,P09067
P09067,P54257
Q9Y6R9,Q66GS9
Q66GS9,Q9Y6R9
P42935,P06782
P06782,P42935
P33520,O14301
O14301,P33520
Q9BSF8,O43684
O43684,Q9BSF8
Q12522,Q08826
Q08826,Q12522
P38398,O14818
O14818,P38398
P81450,P25639
P25639,P81450
Q60668,O08848
O08848,Q60668
Q8N9N5,P23511
P23511,Q8N9N5
Q9NS91,P62837
P62837,Q9NS91
O95429,Q9UPT9
Q9UPT9,O95429
P64448,P77173
P77173,P64448
P39656,O60858
O60858,P39656
Q9LVW7,P92974
P92974,Q9LVW7
Q03771,Q03829
Q03829,Q03771
P40094,P46969
P46969,P40094
Q9NX24,P49116
P49116,Q9NX24
P02931,P27247
P27247,P02931
P51862,Q00772
Q00772,P51862
Q9HGL5,O13598
O13598,Q9HGL5
Q38845,Q941D6
Q941D6,Q38845
Q9BYC8,Q13595
Q13595,Q9BYC8
P09148,P02930
P02930,P09148
P0A9Y6,P37683
P37683,P0A9Y6
P02829,P25638
P25638,P02829
Q12157,P16522
P16522,Q12157
Q6ZQ38,Q99N95
Q99N95,Q6ZQ38
P50222,Q92785
Q92785,P50222
O14497,Q92785
Q92785,O14497
P32566,P36017
P36017,P32566
P36016,Q12417
Q12417,P36016
P11792,Q12215
Q12215,P11792
P25385,P36103
P36103,P25385
Q8TF46,Q06265
Q06265,Q8TF46
O14336,P27574
P27574,O14336
Q9UKV5,P0CG48
P0CG48,Q9UKV5
Q96LZ7,Q8WY91
Q8WY91,Q96LZ7
Q5T3F8,Q9BQB6
Q9BQB6,Q5T3F8
P35232,Q8N4H5
Q8N4H5,P35232
Q3LI59,P09234
P09234,Q3LI59
Q99873,P31943
P31943,Q99873
Q9C7A2,Q9XIB5
Q9XIB5,Q9C7A2
A6NEM1,Q9UIE0
Q9UIE0,A6NEM1
P38144,Q07904
Q07904,P38144
Q9Y223,P28799
P28799,Q9Y223
P35226,Q9HC52
Q9HC52,P35226
Q3MIR4,Q9Y5F7
Q9Y5F7,Q3MIR4
P41240,Q86YV5
Q86YV5,P41240
P15424,Q12221
Q12221,P15424
P03069,P53071
P53071,P03069
Q12690,P53146
P53146,Q12690
P61830,P25293
P25293,P61830
Q12527,P39735
P39735,Q12527
P0ABH9,P64479
P64479,P0ABH9
P34760,Q04120
Q04120,P34760
Q13618,P08238
P08238,Q13618
P39730,P38806
P38806,P39730
Q9UNE7,Q8IZQ8
Q8IZQ8,Q9UNE7
P38800,P54199
P54199,P38800
Q5TEU4,Q5BKU9
Q5BKU9,Q5TEU4
Q6PEB6,P63330
P63330,Q6PEB6
P11142,O14974
O14974,P11142
P31384,Q02204
Q02204,P31384
Q13137,P30566
P30566,Q13137
Q9Y282,Q9HCP6
Q9HCP6,Q9Y282
P55884,Q9H1X1
Q9H1X1,P55884
P62900,P14148
P14148,P62900
Q02821,P25808
P25808,Q02821
P0DTC8,Q9BRN9
Q9BRN9,P0DTC8
P40051,P32561
P32561,P40051
O43707,Q8WZ42
Q8WZ42,O43707
P04637,Q05086
Q05086,P04637
Q9BQA1,P62263
P62263,Q9BQA1
Q12834,P46937
P46937,Q12834
P87051,O43071
O43071,P87051
P08758,Q8N122
Q8N122,P08758
P20591,P63279
P63279,P20591
O00165,Q92502
Q92502,O00165
Q15370,P03129
P03129,Q15370
P11498,O95071
O95071,P11498
P49407,P61978
P61978,P49407
Q9NTI5,Q13263
Q13263,Q9NTI5
O60884,Q9Y251
Q9Y251,O60884
P38936,Q92831
Q92831,P38936
Q12509,P47104
P47104,Q12509
P28630,P39394
P39394,P28630
O14964,Q01196
Q01196,O14964
P14373,P14373
P52701,P12956
P12956,P52701
O75084,Q6UXX9
Q6UXX9,O75084
P43571,Q03723
Q03723,P43571
P36049,P47124
P47124,P36049
P03962,Q04773
Q04773,P03962
P53675,Q6DKI7
Q6DKI7,P53675
P47027,Q12098
Q12098,P47027
O94547,P07527
P07527,O94547
Q08685,P21734
P21734,Q08685
P0AFK0,P0ADE8
P0ADE8,P0AFK0
Q9NX18,P61956
P61956,Q9NX18
Q03330,P12954
P12954,Q03330
P11531,Q9JKS4
Q9JKS4,P11531
Q9Y240,Q9NVF7
Q9NVF7,Q9Y240
P0A6G7,P11551
P11551,P0A6G7
O74833,P04910
P04910,O74833
P0ABX8,P77173
P77173,P0ABX8
P32468,P23748
P23748,P32468
O14744,O60885
O60885,O14744
P0CX33,Q08686
Q08686,P0CX33
P47123,P40498
P40498,P47123
P31473,P0AD47
P0AD47,P31473
Q9UTN3,Q9USR5
Q9USR5,Q9UTN3
Q07807,P80967
P80967,Q07807
P36526,Q12000
Q12000,P36526
P91682,P91682
P51587,P07910
P07910,P51587
Q6N021,P06753
P06753,Q6N021
P06243,P25491
P25491,P06243
O94817,Q9CPX6
Q9CPX6,O94817
P38344,P46655
P46655,P38344
P40094,P32912
P32912,P40094
P48016,Q01560
Q01560,P48016
P52910,P54005
P54005,P52910
Q9SJT9,Q9SEI4
Q9SEI4,Q9SJT9
P11940,Q9HCJ0
Q9HCJ0,P11940
P07247,P31409
P31409,P07247
P55273,P43354
P43354,P55273
P48743,P21524
P21524,P48743
O14023,Q10060
Q10060,O14023
P45760,P37748
P37748,P45760
Q4G0J3,P84098
P84098,Q4G0J3
Q12361,P41948
P41948,Q12361
P38116,Q08144
Q08144,P38116
P53237,P39706
P39706,P53237
Q08387,P53378
P53378,Q08387
P16522,P10363
P10363,P16522
P75958,P24554
P24554,P75958
P06616,P77285
P77285,P06616
P38884,Q06679
Q06679,P38884
P15108,P22141
P22141,P15108
P0ABJ6,P71237
P71237,P0ABJ6
P13039,P02918
P02918,P13039
Q9Y2Y0,P63000
P63000,Q9Y2Y0
P50108,P53866
P53866,P50108
P69490,P77747
P77747,P69490
Q12150,P23638
P23638,Q12150
Q9BY11,Q9UKS6
Q9UKS6,Q9BY11
Q04493,P02557
P02557,Q04493
P34703,P41848
P41848,P34703
P36088,P48837
P48837,P36088
P33240,Q9UMX0
Q9UMX0,P33240
Q86XD5,Q68D91
Q68D91,Q86XD5
P53930,P39016
P39016,P53930
Q13098,Q92466
Q92466,Q13098
Q96F46,Q4KWH8
Q4KWH8,Q96F46
Q9NR81,Q9BYU1
Q9BYU1,Q9NR81
P53859,P25644
P25644,P53859
P53141,P40150
P40150,P53141
P36548,P11454
P11454,P36548
Q86XL3,P62714
P62714,Q86XL3
P40350,P39549
P39549,P40350
P08034,P54762
P54762,P08034
P36659,P77377
P77377,P36659
Q12001,P40056
P40056,Q12001
O00203,Q9H967
Q9H967,O00203
P43132,Q02630
Q02630,P43132
P32485,P25588
P25588,P32485
P42733,Q8LDS5
Q8LDS5,P42733
P04449,P38318
P38318,P04449
Q14571,P35579
P35579,Q14571
P61978,O43251
O43251,P61978
Q12157,P25340
P25340,Q12157
P40450,P36006
P36006,P40450
P39101,P06787
P06787,P39101
Q9UNQ0,P0DTD1
P0DTD1,Q9UNQ0
P38801,P22353
P22353,P38801
Q16531,Q6PIJ6
Q6PIJ6,Q16531
Q8IY37,Q9BYG3
Q9BYG3,Q8IY37
O14625,Q5S007
Q5S007,O14625
Q9UUK1,O13958
O13958,Q9UUK1
Q12675,P20437
P20437,Q12675
Q8TD16,Q9Y5N6
Q9Y5N6,Q8TD16
O14936,Q9UH92
Q9UH92,O14936
Q12267,P40003
P40003,Q12267
Q9H8V3,P62424
P62424,Q9H8V3
Q9H2W6,O15235
O15235,Q9H2W6
Q9UNX3,P62753
P62753,Q9UNX3
O60749,Q9Y5X3
Q9Y5X3,O60749
P15365,P39104
P39104,P15365
P0AFZ3,P43319
P43319,P0AFZ3
Q16526,P17987
P17987,Q16526
Q05670,P10664
P10664,Q05670
O14258,Q9P7V5
Q9P7V5,O14258
Q08580,P25584
P25584,Q08580
P01120,P39538
P39538,P01120
Q13098,Q3TCH7
Q3TCH7,Q13098
Q12834,P53350
P53350,Q12834
P22336,P40063
P40063,P22336
P05231,Q99962
Q99962,P05231
P40532,P38877
P38877,P40532
Q3B7T1,Q96IQ9
Q96IQ9,Q3B7T1
Q9ZPS9,C0LGL4
C0LGL4,Q9ZPS9
Q80UZ2,Q3TX08
Q3TX08,Q80UZ2
P40527,P36084
P36084,P40527
P43601,P53104
P53104,P43601
Q9Y5P4,P78368
P78368,Q9Y5P4
P47123,P54780
P54780,P47123
Q03018,P46964
P46964,Q03018
P14736,Q45U48
Q45U48,P14736
Q13438,Q9Y385
Q9Y385,Q13438
P25847,P25336
P25336,P25847
Q8NI37,Q8IUH5
Q8IUH5,Q8NI37
P70372,P08621
P08621,P70372
P06778,P38889
P38889,P06778
P62888,O95793
O95793,P62888
P39517,P40856
P40856,P39517
Q9ULV0,Q96C24
Q96C24,Q9ULV0
P12754,P34239
P34239,P12754
Q12510,P27472
P27472,Q12510
P09411,Q80YX1
Q80YX1,P09411
O81127,P92964
P92964,O81127
P05453,P20459
P20459,P05453
Q03707,P11747
P11747,Q03707
P53602,P43490
P43490,P53602
P26754,P40340
P40340,P26754
P28306,P75982
P75982,P28306
P41909,P32911
P32911,P41909
Q9H6Z9,Q9H6R7
Q9H6R7,Q9H6Z9
P62623,P0ADZ7
P0ADZ7,P62623
P38247,P35169
P35169,P38247
Q92560,Q9ULG1
Q9ULG1,Q92560
P53901,P40073
P40073,P53901
Q14999,P62877
P62877,Q14999
Q07845,Q08268
Q08268,Q07845
Q93YP9,Q8LAI1
Q8LAI1,Q93YP9
Q8IWI9,Q9Y6X3
Q9Y6X3,Q8IWI9
P0AE60,P60869
P60869,P0AE60
Q9HD42,Q7LBR1
Q7LBR1,Q9HD42
P11940,Q9BWF3
Q9BWF3,P11940
A8MXD5,Q9NRD5
Q9NRD5,A8MXD5
P40350,Q01159
Q01159,P40350
Q640N3,P61586
P61586,Q640N3
O95466,O14776
O14776,O95466
Q06455,Q9H0N5
Q9H0N5,Q06455
P60228,P06748
P06748,P60228
P27695,P62879
P62879,P27695
Q9NP77,Q14966
Q14966,Q9NP77
Q8NHZ8,Q9UM11
Q9UM11,Q8NHZ8
Q8RXW0,P47192
P47192,Q8RXW0
P39517,P40963
P40963,P39517
Q15645,O60260
O60260,Q15645
Q9UTG8,Q9UST9
Q9UST9,Q9UTG8
P48582,P22137
P22137,P48582
O15013,Q2M1Z3
Q2M1Z3,O15013
P39517,P53866
P53866,P39517
Q14686,Q9UNP9
Q9UNP9,Q14686
Q12510,Q03760
Q03760,Q12510
P0ABE2,P67660
P67660,P0ABE2
P11275,P28480
P28480,P11275
P36894,P36895
P36895,P36894
P26793,P38850
P38850,P26793
P19882,P06782
P06782,P19882
Q9H5V7,Q5T3J3
Q5T3J3,Q9H5V7
Q8BIQ5,Q8BK63
Q8BK63,Q8BIQ5
P43575,P25036
P25036,P43575
P0AEU7,P0ADE4
P0ADE4,P0AEU7
O14684,O14684
P35222,Q7Z6Z7
Q7Z6Z7,P35222
P52892,P32838
P32838,P52892
P62264,P52875
P52875,P62264
B2RWW0,Q13769
Q13769,B2RWW0
P46531,Q9H0M0
Q9H0M0,P46531
P10084,Q01068
Q01068,P10084
Q9H981,P0C1Z6
P0C1Z6,Q9H981
P33297,P18759
P18759,P33297
P41812,P38344
P38344,P41812
P22139,P40084
P40084,P22139
Q8WZK3,O14217
O14217,Q8WZK3
P08640,P38889
P38889,P08640
P38996,P40363
P40363,P38996
P38200,P53230
P53230,P38200
Q9VN50,A1ZAX1
A1ZAX1,Q9VN50
P39005,P13259
P13259,P39005
P00533,Q99470
Q99470,P00533
Q92374,Q10236
Q10236,Q92374
P07821,P39282
P39282,P07821
Q9GZT3,Q04837
Q04837,Q9GZT3
Q9P0U3,P63165
P63165,Q9P0U3
Q9ULX6,P15202
P15202,Q9ULX6
P39103,Q03018
Q03018,P39103
Q6ZU80,Q9NR12
Q9NR12,Q6ZU80
Q00684,P21965
P21965,Q00684
P53668,O54785
O54785,P53668
P00445,P00447
P00447,P00445
