drugid1,drugid2
DB00384,DB00091
DB00091,DB00421
DB00421,DB00091
DB00594,DB00091
DB00091,DB00594
DB00091,DB00700
DB00700,DB00091
DB00718,DB00091
DB00091,DB00718
DB13868,DB00091
DB00091,DB13868
DB00091,DB00621
DB00621,DB00091
DB00091,DB00624
DB00624,DB00091
DB00091,DB01185
DB01185,DB00091
DB00091,DB01406
DB01406,DB00091
DB00091,DB06710
DB06710,DB00091
DB00091,DB06718
DB06718,DB00091
DB00091,DB13169
DB13169,DB00091
DB00091,DB13943
DB13943,DB00091
DB00091,DB13944
DB13944,DB00091
DB00091,DB00497
DB00497,DB00091
DB00091,DB00176
DB00176,DB00091
DB00091,DB00285
DB00285,DB00091
DB00091,DB00333
DB00333,DB00091
DB00091,DB00343
DB00343,DB00091
DB00091,DB00468
DB00468,DB00091
DB00091,DB00472
DB00472,DB00091
DB00091,DB00836
DB00836,DB00091
DB00921,DB00091
DB00091,DB00921
DB00091,DB00932
DB00932,DB00091
DB00091,DB01100
DB01100,DB00091
DB00091,DB01182
DB01182,DB00091
DB00091,DB08893
DB08893,DB00091
DB00091,DB12070
DB12070,DB00091
DB00091,DB12332
DB12332,DB00091
DB00091,DB00216
DB00216,DB00091
DB00091,DB00496
DB00496,DB00091
DB00091,DB01224
DB01224,DB00091
DB00091,DB00396
DB00396,DB00091
DB00091,DB00705
DB00705,DB00091
DB00215,DB00091
DB00091,DB00215
DB00091,DB11979
DB11979,DB00091
DB00091,DB00532
DB00532,DB00091
DB00185,DB00091
DB00091,DB00185
DB00091,DB00208
DB00208,DB00091
DB00701,DB00091
DB00091,DB00701
DB00091,DB00843
DB00843,DB00091
DB00091,DB01028
DB01028,DB00091
DB00091,DB01036
DB01036,DB00091
DB00091,DB01175
DB01175,DB00091
DB06016,DB00091
DB00091,DB06016
DB00091,DB06684
DB06684,DB00091
DB00091,DB06702
DB06702,DB00091
DB00091,DB11718
DB11718,DB00091
DB00091,DB11757
DB11757,DB00091
DB00091,DB00203
DB00203,DB00091
DB00091,DB00178
DB00178,DB00091
DB00542,DB00091
DB00091,DB00542
DB00091,DB00691
DB00691,DB00091
DB00091,DB00881
DB00881,DB00091
DB05239,DB00091
DB00091,DB05239
DB12364,DB00091
DB00091,DB12364
DB00091,DB08881
DB08881,DB00091
DB00091,DB00244
DB00244,DB00091
DB00091,DB00461
DB00461,DB00091
DB00091,DB00465
DB00465,DB00091
DB00091,DB00500
DB00500,DB00091
DB00091,DB00533
DB00533,DB00091
DB00091,DB00554
DB00554,DB00091
DB00091,DB00573
DB00573,DB00091
DB00091,DB00580
DB00580,DB00091
DB00091,DB00605
DB00605,DB00091
DB00091,DB00712
DB00712,DB00091
DB00091,DB00749
DB00749,DB00091
DB00091,DB00784
DB00784,DB00091
DB00091,DB00788
DB00788,DB00091
DB00091,DB00812
DB00812,DB00091
DB00091,DB00814
DB00814,DB00091
DB00091,DB00861
DB00861,DB00091
DB00091,DB00991
DB00991,DB00091
DB00091,DB01009
DB01009,DB00091
DB01014,DB00091
DB00091,DB01014
DB00091,DB01250
DB01250,DB00091
DB00091,DB01397
DB01397,DB00091
DB00091,DB01399
DB01399,DB00091
DB01401,DB00091
DB00091,DB01401
DB00091,DB06636
DB06636,DB00091
DB00091,DB13125
DB13125,DB00091
DB00091,DB11796
DB11796,DB00091
DB00091,DB14761
DB14761,DB00091
DB01238,DB00091
DB00091,DB01238
DB14185,DB00091
DB00091,DB14185
DB00091,DB00560
DB00560,DB00091
DB00091,DB00282
DB00282,DB00091
DB00091,DB01077
DB01077,DB00091
DB00091,DB06695
DB06695,DB00091
DB00091,DB01586
DB01586,DB00091
DB00091,DB00271
DB00271,DB00091
DB00091,DB00364
DB00364,DB00091
DB00369,DB00091
DB00091,DB00369
DB00091,DB00422
DB00422,DB00091
DB00438,DB00091
DB00091,DB00438
DB00091,DB00492
DB00492,DB00091
DB00091,DB00577
DB00577,DB00091
DB00672,DB00091
DB00091,DB00672
DB00091,DB00722
DB00722,DB00091
DB00091,DB00790
DB00790,DB00091
DB00091,DB00800
DB00800,DB00091
DB00091,DB01004
DB01004,DB00091
DB00091,DB01124
DB01124,DB00091
DB00091,DB01249
DB01249,DB00091
DB00091,DB01610
DB01610,DB00091
DB00091,DB09133
DB09133,DB00091
DB00091,DB09134
DB09134,DB00091
DB00091,DB09135
DB09135,DB00091
DB00091,DB09156
DB09156,DB00091
DB00091,DB09477
DB09477,DB00091
DB00091,DB11691
DB11691,DB00091
DB14006,DB00091
DB00091,DB14006
DB00091,DB01067
DB01067,DB00091
DB00091,DB01018
DB01018,DB00091
DB00091,DB08932
DB08932,DB00091
DB00091,DB00280
DB00280,DB00091
DB00091,DB00296
DB00296,DB00091
DB00091,DB00911
DB00911,DB00091
DB00091,DB01002
DB01002,DB00091
DB00091,DB00863
DB00863,DB00091
DB00091,DB00213
DB00213,DB00091
DB00091,DB00351
DB00351,DB00091
DB00091,DB00440
DB00440,DB00091
DB01212,DB00091
DB00091,DB01212
DB00479,DB00091
DB00091,DB00479
DB00091,DB00684
DB00684,DB00091
DB00091,DB00955
DB00955,DB00091
DB00091,DB01082
DB01082,DB00091
DB00091,DB01172
DB01172,DB00091
DB00091,DB00512
DB00512,DB00091
DB00091,DB12615
DB12615,DB00091
DB00091,DB00539
DB00539,DB00091
DB00872,DB00091
DB00091,DB00872
DB00091,DB01167
DB01167,DB00091
DB00091,DB01259
DB01259,DB00091
DB00091,DB01388
DB01388,DB00091
DB00091,DB09102
DB09102,DB00091
DB00091,DB09291
DB09291,DB00091
DB00091,DB11581
DB11581,DB00091
DB00091,DB11613
DB11613,DB00091
DB00091,DB11828
DB11828,DB00091
DB00091,DB11978
DB11978,DB00091
DB00091,DB12026
DB12026,DB00091
DB00091,DB12035
DB12035,DB00091
DB00091,DB14568
DB14568,DB00091
DB00091,DB12500
DB12500,DB00091
DB00091,DB08827
DB08827,DB00091
DB00091,DB11760
DB11760,DB00091
DB00091,DB06212
DB06212,DB00091
DB11967,DB00091
DB00091,DB11967
DB00091,DB14840
DB14840,DB00091
DB00091,DB00704
DB00704,DB00091
DB00091,DB00584
DB00584,DB00091
DB01197,DB00091
DB00091,DB01197
DB00091,DB06414
DB06414,DB00091
DB00091,DB08912
DB08912,DB00091
DB00091,DB06201
DB06201,DB00091
DB00091,DB08909
DB08909,DB00091
DB00091,DB11560
DB11560,DB00091
DB00091,DB06717
DB06717,DB00091
DB00091,DB00197
DB00197,DB00091
DB00439,DB00091
DB00091,DB00439
DB00091,DB00603
DB00603,DB00091
DB00091,DB00754
DB00754,DB00091
DB00091,DB00857
DB00857,DB00091
DB00091,DB01201
DB01201,DB00091
DB00091,DB01609
DB01609,DB00091
DB00091,DB09330
DB09330,DB00091
DB12267,DB00091
DB00091,DB12267
DB00091,DB00776
DB00776,DB00091
DB00091,DB00448
DB00448,DB00091
DB00091,DB09118
DB09118,DB00091
DB00091,DB11730
DB11730,DB00091
DB00091,DB00696
DB00696,DB00091
DB00091,DB01263
DB01263,DB00091
DB00091,DB00951
DB00951,DB00091
DB00091,DB00582
DB00582,DB00091
DB00091,DB00204
DB00204,DB00091
DB00091,DB00622
DB00622,DB00091
DB00091,DB01110
DB01110,DB00091
DB00091,DB12978
DB12978,DB00091
DB00091,DB01227
DB01227,DB00091
DB00501,DB00091
DB00091,DB00501
DB09063,DB00091
DB00091,DB09063
DB00091,DB11837
DB11837,DB00091
DB00091,DB08864
DB08864,DB00091
DB00091,DB00254
DB00254,DB00091
DB00091,DB00353
DB00353,DB00091
DB00091,DB01129
DB01129,DB00091
DB00091,DB12010
DB12010,DB00091
DB00091,DB00320
DB00320,DB00091
DB00091,DB01023
DB01023,DB00091
DB00091,DB01395
DB01395,DB00091
DB00091,DB11952
DB11952,DB00091
DB00091,DB12141
DB12141,DB00091
DB00091,DB12887
DB12887,DB00091
DB00673,DB00091
DB00091,DB00673
DB00091,DB01232
DB01232,DB00091
DB00091,DB00224
DB00224,DB00091
DB00091,DB01126
DB01126,DB00091
DB00091,DB01218
DB01218,DB00091
DB00091,DB06176
DB06176,DB00091
DB00091,DB06335
DB06335,DB00091
DB06605,DB00091
DB00091,DB06605
DB06626,DB00091
DB00091,DB06626
DB00091,DB12130
DB12130,DB00091
DB00091,DB12301
DB12301,DB00091
DB00604,DB00091
DB00091,DB00604
DB00091,DB06228
DB06228,DB00091
DB00091,DB00783
DB00783,DB00091
DB00091,DB00246
DB00246,DB00091
DB00091,DB00717
DB00717,DB00091
DB00091,DB00367
DB00367,DB00091
DB09061,DB00091
DB00091,DB09061
DB00091,DB11951
DB11951,DB00091
DB00091,DB00401
DB00401,DB00091
DB00802,DB00091
DB00091,DB00802
DB00091,DB05316
DB05316,DB00091
DB00091,DB11855
DB11855,DB00091
DB00091,DB00365
DB00365,DB00091
DB00091,DB08934
DB08934,DB00091
DB00091,DB01261
DB01261,DB00091
DB00091,DB05039
DB05039,DB00091
DB00091,DB14723
DB14723,DB00091
DB00091,DB00586
DB00586,DB00091
DB00242,DB00091
DB00091,DB00242
DB00307,DB00091
DB00091,DB00307
DB00091,DB00328
DB00328,DB00091
DB00091,DB00352
DB00352,DB00091
DB00091,DB00398
DB00398,DB00091
DB00443,DB00091
DB00091,DB00443
DB00091,DB00541
DB00541,DB00091
DB00091,DB00570
DB00570,DB00091
DB00091,DB00620
DB00620,DB00091
DB00631,DB00091
DB00091,DB00631
DB00091,DB00635
DB00635,DB00091
DB00091,DB00642
DB00642,DB00091
DB00091,DB00688
DB00688,DB00091
DB00091,DB00694
DB00694,DB00091
DB00091,DB00741
DB00741,DB00091
DB00091,DB00762
DB00762,DB00091
DB00091,DB00795
DB00795,DB00091
DB00091,DB00860
DB00860,DB00091
DB00091,DB00970
DB00970,DB00091
DB00091,DB01024
DB01024,DB00091
DB00091,DB01097
DB01097,DB00091
DB00091,DB01099
DB01099,DB00091
DB00091,DB01177
DB01177,DB00091
DB01222,DB00091
DB00091,DB01222
DB00091,DB01229
DB01229,DB00091
DB00091,DB01234
DB01234,DB00091
DB00091,DB01254
DB01254,DB00091
DB01380,DB00091
DB00091,DB01380
DB01394,DB00091
DB00091,DB01394
DB00091,DB01611
DB01611,DB00091
DB00091,DB04845
DB04845,DB00091
DB00091,DB04868
DB04868,DB00091
DB00091,DB05109
DB05109,DB00091
DB00091,DB06287
DB06287,DB00091
DB00091,DB06589
DB06589,DB00091
DB00091,DB06603
DB06603,DB00091
DB06616,DB00091
DB00091,DB06616
DB06772,DB00091
DB00091,DB06772
DB00091,DB08868
DB08868,DB00091
DB00091,DB08871
DB08871,DB00091
DB00091,DB08877
DB08877,DB00091
DB00091,DB08880
DB08880,DB00091
DB00091,DB08895
DB08895,DB00091
DB00091,DB08901
DB08901,DB00091
DB00091,DB08908
DB08908,DB00091
DB00091,DB08910
DB08910,DB00091
DB00091,DB09053
DB09053,DB00091
DB00091,DB09054
DB09054,DB00091
DB00091,DB09073
DB09073,DB00091
DB00091,DB09074
DB09074,DB00091
DB11817,DB00091
DB00091,DB11817
DB00091,DB11921
DB11921,DB00091
DB00091,DB12612
DB12612,DB00091
DB00091,DB14219
DB14219,DB00091
DB00091,DB14539
DB14539,DB00091
DB00437,DB00091
DB00091,DB00437
DB00091,DB12147
DB12147,DB00091
DB00537,DB00091
DB00091,DB00537
DB12015,DB00091
DB00091,DB12015
DB00091,DB12825
DB12825,DB00091
DB14681,DB00091
DB00091,DB14681
DB00091,DB15035
DB15035,DB00091
DB00091,DB14975
DB14975,DB00091
DB01156,DB00091
DB00091,DB01156
DB00091,DB00661
DB00661,DB00091
DB00091,DB09237
DB09237,DB00091
DB00091,DB06077
DB06077,DB00091
DB00091,DB15328
DB15328,DB00091
DB00091,DB00695
DB00695,DB00091
DB00091,DB12457
DB12457,DB00091
DB00091,DB01264
DB01264,DB00091
DB00608,DB00091
DB00091,DB00608
DB00091,DB11689
DB11689,DB00091
DB00091,DB11652
DB11652,DB00091
DB00091,DB15102
DB15102,DB00091
DB11791,DB00091
DB00091,DB11791
DB00091,DB12674
DB12674,DB00091
DB00091,DB15822
DB15822,DB00091
DB09053,DB00104
DB00104,DB09053
DB00640,DB00104
DB00104,DB00640
DB00104,DB01035
DB01035,DB00104
DB00104,DB11730
DB11730,DB00104
DB13985,DB00104
DB00104,DB13985
DB08815,DB00104
DB00104,DB08815
DB13074,DB00104
DB00104,DB13074
DB09237,DB00104
DB00104,DB09237
DB00222,DB00104
DB00104,DB00222
DB00284,DB00104
DB00104,DB00284
DB00104,DB00412
DB00412,DB00104
DB01067,DB00104
DB00104,DB01067
DB00104,DB01261
DB01261,DB00104
DB00104,DB06335
DB06335,DB00104
DB09038,DB00104
DB00104,DB09038
DB00104,DB13928
DB13928,DB00104
DB00280,DB00104
DB00104,DB00280
DB11827,DB00104
DB00104,DB11827
DB00335,DB00104
DB00104,DB00335
DB00598,DB00104
DB00104,DB00598
DB00187,DB00104
DB00104,DB00187
DB00343,DB00104
DB00104,DB00343
DB00393,DB00104
DB00104,DB00393
DB00104,DB00373
DB00373,DB00104
DB00401,DB00104
DB00104,DB00401
DB01118,DB00104
DB00104,DB01118
DB04855,DB00104
DB00104,DB04855
DB00521,DB00104
DB00104,DB00521
DB00104,DB08877
DB08877,DB00104
DB00104,DB09073
DB09073,DB00104
DB00104,DB12978
DB12978,DB00104
DB00320,DB00104
DB00104,DB00320
DB00446,DB00115
DB00115,DB00446
DB00501,DB00115
DB00115,DB00501
DB00115,DB00213
DB00213,DB00115
DB00115,DB00863
DB00863,DB00115
DB00115,DB01129
DB01129,DB00115
DB01169,DB00115
DB00115,DB01169
DB06723,DB00136
DB00136,DB06723
DB00136,DB00364
DB00364,DB00136
DB00136,DB01083
DB01083,DB00136
DB00136,DB00653
DB00653,DB00136
DB00136,DB01377
DB01377,DB00136
DB00136,DB01397
DB01397,DB00136
DB00136,DB09104
DB09104,DB00136
DB00136,DB09407
DB09407,DB00136
DB00136,DB09481
DB09481,DB00136
DB00136,DB11110
DB11110,DB00136
DB00136,DB13359
DB13359,DB00136
DB00136,DB13749
DB13749,DB00136
DB00136,DB14513
DB14513,DB00136
DB00136,DB14515
DB14515,DB00136
DB00136,DB00390
DB00390,DB00136
DB00136,DB00232
DB00232,DB00136
DB00436,DB00136
DB00136,DB00436
DB00562,DB00136
DB00136,DB00562
DB00136,DB00774
DB00774,DB00136
DB00136,DB00880
DB00880,DB00136
DB00136,DB00999
DB00999,DB00136
DB00136,DB01021
DB01021,DB00136
DB00136,DB01324
DB01324,DB00136
DB00146,DB00136
DB00136,DB00146
DB00136,DB00153
DB00153,DB00136
DB00136,DB00169
DB00169,DB00136
DB00136,DB00910
DB00910,DB00136
DB00136,DB01070
DB01070,DB00136
DB00136,DB06410
DB06410,DB00136
DB00136,DB00658
DB00658,DB00136
DB00136,DB00310
DB00310,DB00136
DB00136,DB00524
DB00524,DB00136
DB00136,DB00808
DB00808,DB00136
DB00136,DB06201
DB06201,DB00136
DB00136,DB00564
DB00564,DB00136
DB00136,DB01396
DB01396,DB00136
DB00136,DB12147
DB12147,DB00136
DB00136,DB01320
DB01320,DB00136
DB00136,DB00252
DB00252,DB00136
DB00182,DB00142
DB00142,DB00182
DB00142,DB01255
DB01255,DB00142
DB06723,DB00146
DB00146,DB06723
DB00146,DB00364
DB00364,DB00146
DB00146,DB01083
DB01083,DB00146
DB00146,DB00653
DB00653,DB00146
DB00146,DB01377
DB01377,DB00146
DB00146,DB01397
DB01397,DB00146
DB00146,DB09104
DB09104,DB00146
DB00146,DB09407
DB09407,DB00146
DB00146,DB09481
DB09481,DB00146
DB00146,DB11110
DB11110,DB00146
DB00146,DB13359
DB13359,DB00146
DB00146,DB13749
DB13749,DB00146
DB00146,DB14513
DB14513,DB00146
DB00146,DB14515
DB14515,DB00146
DB00146,DB00390
DB00390,DB00146
DB00146,DB01396
DB01396,DB00146
DB00146,DB00232
DB00232,DB00146
DB00436,DB00146
DB00146,DB00436
DB00562,DB00146
DB00146,DB00562
DB00146,DB00774
DB00774,DB00146
DB00146,DB00880
DB00880,DB00146
DB00146,DB00999
DB00999,DB00146
DB00146,DB01021
DB01021,DB00146
DB00146,DB01324
DB01324,DB00146
DB00146,DB00153
DB00153,DB00146
DB00146,DB00169
DB00169,DB00146
DB00146,DB00910
DB00910,DB00146
DB00146,DB01070
DB01070,DB00146
DB00146,DB06410
DB06410,DB00146
DB00146,DB00658
DB00658,DB00146
DB00146,DB00310
DB00310,DB00146
DB00146,DB00524
DB00524,DB00146
DB00146,DB00808
DB00808,DB00146
DB00146,DB12147
DB12147,DB00146
DB00146,DB00252
DB00252,DB00146
DB00146,DB01320
DB01320,DB00146
DB00921,DB00150
DB00150,DB00921
DB06204,DB00150
DB00150,DB06204
DB00601,DB00150
DB00150,DB00601
DB00370,DB00150
DB00150,DB00370
DB00614,DB00150
DB00150,DB00614
DB01168,DB00150
DB00150,DB01168
DB01367,DB00150
DB00150,DB01367
DB06654,DB00150
DB00150,DB06654
DB00752,DB00150
DB00150,DB00752
DB00780,DB00150
DB00150,DB00780
DB01037,DB00150
DB00150,DB01037
DB01247,DB00150
DB00150,DB01247
DB00176,DB00150
DB00150,DB00176
DB01105,DB00150
DB00150,DB01105
DB04896,DB00150
DB00150,DB04896
DB08918,DB00150
DB00150,DB08918
DB00434,DB00150
DB00150,DB00434
DB00295,DB00150
DB00150,DB00295
DB00318,DB00150
DB00150,DB00318
DB00320,DB00150
DB00150,DB00320
DB00647,DB00150
DB00150,DB00647
DB00757,DB00150
DB00150,DB00757
DB00813,DB00150
DB00150,DB00813
DB00844,DB00150
DB00150,DB00844
DB00854,DB00150
DB00150,DB00854
DB00889,DB00150
DB00150,DB00889
DB01209,DB00150
DB00150,DB01209
DB01227,DB00150
DB00150,DB01227
DB04871,DB00150
DB00150,DB04871
DB11859,DB00150
DB00150,DB11859
DB00150,DB00285
DB00285,DB00150
DB00321,DB00150
DB00150,DB00321
DB00344,DB00150
DB00150,DB00344
DB00540,DB00150
DB00150,DB00540
DB00543,DB00150
DB00150,DB00543
DB00726,DB00150
DB00150,DB00726
DB01142,DB00150
DB00150,DB01142
DB01151,DB00150
DB00150,DB01151
DB00150,DB06684
DB06684,DB00150
DB00490,DB00150
DB00150,DB00490
DB01191,DB00150
DB00150,DB01191
DB00656,DB00150
DB00150,DB00656
DB00715,DB00150
DB00150,DB00715
DB00924,DB00150
DB00150,DB00924
DB01175,DB00150
DB00150,DB01175
DB11732,DB00150
DB00150,DB11732
DB00472,DB00150
DB00150,DB00472
DB00574,DB00150
DB00150,DB00574
DB00153,DB01083
DB01083,DB00153
DB00153,DB00653
DB00653,DB00153
DB00153,DB01397
DB01397,DB00153
DB00153,DB09104
DB09104,DB00153
DB00153,DB09407
DB09407,DB00153
DB00153,DB09481
DB09481,DB00153
DB00153,DB13359
DB13359,DB00153
DB00153,DB13749
DB13749,DB00153
DB00153,DB14515
DB14515,DB00153
DB00390,DB00153
DB00153,DB00390
DB01396,DB00153
DB00153,DB01396
DB00153,DB00232
DB00232,DB00153
DB00436,DB00153
DB00153,DB00436
DB00562,DB00153
DB00153,DB00562
DB00153,DB00774
DB00774,DB00153
DB00880,DB00153
DB00153,DB00880
DB00153,DB00999
DB00999,DB00153
DB00153,DB01021
DB01021,DB00153
DB00153,DB01324
DB01324,DB00153
DB00169,DB00153
DB00153,DB00169
DB00153,DB00910
DB00910,DB00153
DB01070,DB00153
DB00153,DB01070
DB06410,DB00153
DB00153,DB06410
DB00153,DB00658
DB00658,DB00153
DB00310,DB00153
DB00153,DB00310
DB00153,DB00524
DB00524,DB00153
DB00153,DB00808
DB00808,DB00153
DB12147,DB00153
DB00153,DB12147
DB00153,DB00252
DB00252,DB00153
DB00153,DB01320
DB01320,DB00153
DB00158,DB01320
DB01320,DB00158
DB00158,DB00795
DB00795,DB00158
DB00158,DB00252
DB00252,DB00158
DB00158,DB01174
DB01174,DB00158
DB00158,DB00794
DB00794,DB00158
DB00158,DB00205
DB00205,DB00158
DB00158,DB00563
DB00563,DB00158
DB00158,DB00313
DB00313,DB00158
DB00564,DB00158
DB00158,DB00564
DB00158,DB00384
DB00384,DB00158
DB00158,DB00359
DB00359,DB00158
DB00158,DB00555
DB00555,DB00158
DB00158,DB01015
DB01015,DB00158
DB00544,DB00158
DB00158,DB00544
DB01101,DB00158
DB00158,DB01101
DB00159,DB00374
DB00374,DB00159
DB00266,DB00159
DB00159,DB00266
DB00278,DB00159
DB00159,DB00278
DB00569,DB00159
DB00159,DB00569
DB00159,DB00682
DB00682,DB00159
DB00975,DB00159
DB00159,DB00975
DB00159,DB01088
DB01088,DB00159
DB01240,DB00159
DB00159,DB01240
DB00159,DB06209
DB06209,DB00159
DB00159,DB06228
DB06228,DB00159
DB06441,DB00159
DB00159,DB06441
DB06605,DB00159
DB00159,DB06605
DB00159,DB08816
DB08816,DB00159
DB00159,DB09030
DB09030,DB00159
DB09075,DB00159
DB00159,DB09075
DB14726,DB00159
DB00159,DB14726
DB00861,DB00159
DB00159,DB00861
DB12364,DB00159
DB00159,DB12364
DB00586,DB00159
DB00159,DB00586
DB00712,DB00159
DB00159,DB00712
DB00963,DB00159
DB00159,DB00963
DB00159,DB00328
DB00328,DB00159
DB00159,DB00461
DB00461,DB00159
DB00159,DB00500
DB00500,DB00159
DB00159,DB00554
DB00554,DB00159
DB00573,DB00159
DB00159,DB00573
DB00159,DB00605
DB00605,DB00159
DB00749,DB00159
DB00159,DB00749
DB00159,DB00784
DB00784,DB00159
DB00159,DB00788
DB00788,DB00159
DB00159,DB00812
DB00812,DB00159
DB00159,DB00814
DB00814,DB00159
DB00159,DB00939
DB00939,DB00159
DB00159,DB00991
DB00991,DB00159
DB00159,DB01009
DB01009,DB00159
DB01050,DB00159
DB00159,DB01050
DB00758,DB00159
DB00159,DB00758
DB00159,DB00775
DB00775,DB00159
DB00159,DB00806
DB00806,DB00159
DB00159,DB01138
DB01138,DB00159
DB01166,DB00159
DB00159,DB01166
DB00261,DB00159
DB00159,DB00261
DB00159,DB00465
DB00465,DB00159
DB01083,DB00162
DB00162,DB01083
DB00307,DB00162
DB00162,DB00307
DB00459,DB00162
DB00162,DB00459
DB00755,DB00162
DB00162,DB00755
DB00982,DB00162
DB00162,DB00982
DB00254,DB00162
DB00162,DB00254
DB00595,DB00162
DB00162,DB00595
DB00618,DB00162
DB00162,DB00618
DB00759,DB00162
DB00162,DB00759
DB12035,DB00162
DB00162,DB12035
DB12329,DB00162
DB00162,DB12329
DB12455,DB00162
DB00162,DB12455
DB00488,DB00165
DB00165,DB00488
DB00312,DB00165
DB00165,DB00312
DB00165,DB00418
DB00418,DB00165
DB00474,DB00165
DB00165,DB00474
DB00165,DB00599
DB00599,DB00165
DB01174,DB00165
DB00165,DB01174
DB01351,DB00165
DB00165,DB01351
DB00237,DB00165
DB00165,DB00237
DB00166,DB00197
DB00197,DB00166
DB00284,DB00166
DB00166,DB00284
DB00414,DB00166
DB00166,DB00414
DB00166,DB00491
DB00491,DB00166
DB00166,DB00731
DB00731,DB00166
DB00166,DB01132
DB01132,DB00166
DB00169,DB01083
DB01083,DB00169
DB00169,DB00653
DB00653,DB00169
DB00169,DB09104
DB09104,DB00169
DB00169,DB09407
DB09407,DB00169
DB00169,DB09481
DB09481,DB00169
DB00169,DB11110
DB11110,DB00169
DB00169,DB13359
DB13359,DB00169
DB00169,DB14515
DB14515,DB00169
DB00169,DB00390
DB00390,DB00169
DB00169,DB01396
DB01396,DB00169
DB00169,DB00232
DB00232,DB00169
DB00562,DB00169
DB00169,DB00562
DB00169,DB00774
DB00774,DB00169
DB00880,DB00169
DB00169,DB00880
DB00169,DB01021
DB01021,DB00169
DB00169,DB01324
DB01324,DB00169
DB00169,DB00910
DB00910,DB00169
DB00169,DB01070
DB01070,DB00169
DB00169,DB00252
DB00252,DB00169
DB00169,DB00524
DB00524,DB00169
DB00169,DB00808
DB00808,DB00169
DB00169,DB01320
DB01320,DB00169
DB00175,DB00932
DB00932,DB00175
DB12070,DB00175
DB00175,DB12070
DB08873,DB00175
DB00175,DB08873
DB01394,DB00175
DB00175,DB01394
DB01264,DB00175
DB00175,DB01264
DB00625,DB00175
DB00175,DB00625
DB01241,DB00175
DB00175,DB01241
DB00627,DB00175
DB00175,DB00627
DB00715,DB00175
DB00175,DB00715
DB06589,DB00175
DB00175,DB06589
DB00175,DB06290
DB06290,DB00175
DB00175,DB05109
DB05109,DB00175
DB00199,DB00175
DB00175,DB00199
DB01118,DB00175
DB00175,DB01118
DB09272,DB00175
DB00175,DB09272
DB00175,DB09299
DB09299,DB00175
DB00175,DB00682
DB00682,DB00175
DB01211,DB00175
DB00175,DB01211
DB11901,DB00175
DB00175,DB11901
DB00175,DB00444
DB00444,DB00175
DB00175,DB00495
DB00495,DB00175
DB00526,DB00175
DB00175,DB00526
DB00563,DB00175
DB00175,DB00563
DB00698,DB00175
DB00175,DB00698
DB01097,DB00175
DB00175,DB01097
DB00175,DB01098
DB01098,DB00175
DB00175,DB08880
DB08880,DB00175
DB08912,DB00175
DB00175,DB08912
DB06210,DB00175
DB00175,DB06210
DB09061,DB00175
DB00175,DB09061
DB09065,DB00175
DB00175,DB09065
DB09054,DB00175
DB00175,DB09054
DB06772,DB00175
DB00175,DB06772
DB00175,DB06287
DB06287,DB00175
DB08827,DB00175
DB00175,DB08827
DB08865,DB00175
DB00175,DB08865
DB00175,DB12026
DB12026,DB00175
DB11986,DB00175
DB00175,DB11986
DB08889,DB00175
DB00175,DB08889
DB09102,DB00175
DB00175,DB09102
DB12978,DB00175
DB00175,DB12978
DB00631,DB00175
DB00175,DB00631
DB00822,DB00175
DB00175,DB00822
DB00175,DB00911
DB00911,DB00175
DB00227,DB00175
DB00175,DB00227
DB01076,DB00175
DB00175,DB01076
DB01149,DB00175
DB00175,DB01149
DB00270,DB00175
DB00175,DB00270
DB01229,DB00175
DB00175,DB01229
DB00900,DB00175
DB00175,DB00900
DB00175,DB00641
DB00641,DB00175
DB00898,DB00175
DB00175,DB00898
DB00951,DB00175
DB00175,DB00951
DB01095,DB00175
DB00175,DB01095
DB00608,DB00175
DB00175,DB00608
DB01248,DB00175
DB00175,DB01248
DB00175,DB00503
DB00503,DB00175
DB00175,DB00877
DB00877,DB00175
DB00188,DB00175
DB00175,DB00188
DB00175,DB14761
DB14761,DB00175
DB12941,DB00175
DB00175,DB12941
DB11936,DB00175
DB00175,DB11936
DB00559,DB00176
DB00176,DB00559
DB00199,DB00176
DB00176,DB00199
DB00176,DB15822
DB15822,DB00176
DB00969,DB00176
DB00176,DB00969
DB00404,DB00176
DB00176,DB00404
DB06216,DB00176
DB00176,DB06216
DB06769,DB00176
DB00176,DB06769
DB01156,DB00176
DB00176,DB01156
DB01166,DB00176
DB00176,DB01166
DB00215,DB00176
DB00176,DB00215
DB00363,DB00176
DB00176,DB00363
DB00434,DB00176
DB00176,DB00434
DB01609,DB00176
DB00176,DB01609
DB00476,DB00176
DB00176,DB00476
DB00176,DB00252
DB00252,DB00176
DB00176,DB01320
DB01320,DB00176
DB00176,DB08824
DB08824,DB00176
DB00176,DB00601
DB00601,DB00176
DB00176,DB00765
DB00765,DB00176
DB00176,DB01100
DB01100,DB00176
DB00176,DB04951
DB04951,DB00176
DB00176,DB08910
DB08910,DB00176
DB00176,DB00980
DB00980,DB00176
DB00176,DB00296
DB00296,DB00176
DB00176,DB09071
DB09071,DB00176
DB00176,DB00679
DB00679,DB00176
DB00176,DB00425
DB00425,DB00176
DB00921,DB00176
DB00176,DB00921
DB00366,DB00176
DB00176,DB00366
DB00470,DB00176
DB00176,DB00470
DB00450,DB00176
DB00176,DB00450
DB00176,DB00956
DB00956,DB00176
DB00176,DB00557
DB00557,DB00176
DB00176,DB00486
DB00486,DB00176
