drugid1,protein_name
D0S0WX,P28223
D0S0WX,P35367
D01CXD,P35367
D02SDX,P28223
D02SDX,P35367
D05RKS,P28223
D05RKS,P35367
D0G3YZ,P39900
D0G3YZ,P45452
D0G3YZ,P08253
D0G3YZ,P14780
D0F4UT,P39900
D0LM2K,P39900
D0LM2K,P45452
D0C1EQ,P39900
D04UBY,P39900
D0K0YX,P39900
D0K0YX,P45452
D0TL3N,P39900
D0LB0N,P39900
D0H9BL,P08253
DB15791,P05556
D03HFH,P31645
D09YHS,P31645
D02VHZ,P31645
D02JVG,P31645
D00EUD,P31645
D08SCH,Q01959
D08SCH,P23975
D08SCH,P31645
D02MMS,P31645
D00DDT,P31645
D0O8QM,P31645
D0H7PI,P31645
D04RUF,P31645
D05UHO,P31645
D07SZF,P31645
D0SA1G,P31645
D0Q3EJ,P31645
D05LLP,P31645
D04GHK,P31645
D03ETK,P31645
D0VX1V,P31645
D0R8XV,P31645
D0D2WN,P31645
D0SD4O,P31645
D05YHP,P31645
D05FMK,P31645
DB01509,P31645
D02VYI,P23141
D01GSO,P23141
D0XP0J,P23141
D06GYO,Q07869
D06GYO,P37231
D0W9WU,P37231
DB15026,P37231
D0M9LL,Q07869
D0M9LL,P37231
D0P5QM,Q07869
D0P5QM,P37231
D0Q4UD,P37231
D0Z4NW,P37231
D04FVX,P37231
D01RPM,P37231
D0S8ZJ,P46098
D0C3AJ,P46098
DB07352,P03470
D09YVT,P03470
D0G3TK,P03470
D0I0WF,P03470
DB01237,P35367
D02KJI,Q47746
D0JV5J,Q47746
D0G0ZI,Q47746
D09WSJ,P00915
D09WSJ,P00918
D09WSJ,P22748
D09WSJ,Q16790
D09WSJ,P23280
D09WSJ,O43570
D09WSJ,Q9ULX7
D0N8JG,P15328
D01JYY,Q01959
D01JYY,P23975
D01JYY,P31645
D01JYY,Q12809
D0NM1F,P23975
D0NM1F,P31645
D0W9JK,P23975
D0W9JK,P31645
D0A7GW,P31645
D0A7GW,Q12809
D0X8GC,P31645
D05UMA,P23975
D0I4TO,P23975
D0I4TO,P31645
D0WB6P,Q01959
D0WB6P,P23975
D0WB6P,P31645
D0BI0Z,P34913
D07BQN,P34913
D01DZF,P34913
D08USX,P34913
D0K6IW,P34913
DB09142,P32238
D0B3GP,P34913
D0P3WB,P34913
D02YEE,P34913
D05ABT,Q16881
D03FAI,P21554
D0K0EW,P21554
D08JHR,P21554
D08EGA,P21554
D08WRU,P21554
D0U9YY,Q04759
D0S7UD,Q04759
D08HCY,Q04759
D0LX5D,P41143
D0U2QP,Q92847
D0OB7B,Q9Y5N1
D0Q8LU,Q9Y5N1
D0H4CF,Q16790
D0H4CF,O43570
D0BD0K,Q16790
D0BD0K,O43570
D04HRS,Q16790
D04HRS,O43570
D00RDE,Q16790
D00RDE,O43570
D0G3RZ,Q9H3N8
D0QT2F,Q9H3N8
D0UK0F,Q9H3N8
D08BLM,Q9H3N8
D07MJD,P39900
D07MJD,P45452
D07MJD,P50281
D07MJD,P08253
D07MJD,Q8N119
D07MJD,P22894
D07MJD,P14780
D05THD,P39900
D05THD,P45452
D05THD,P50281
D05THD,P08253
D05THD,Q8N119
D05THD,P22894
D05THD,P14780
D0A0FY,P39900
D0S9OL,P39900
D0S9OL,P45452
D0S9OL,P50281
D0S9OL,P08253
D0S9OL,Q8N119
D0S9OL,P22894
D0S9OL,P14780
DB15399,P31749
D05QOF,P21728
D0U6IL,P21728
D0U6IL,P14416
D0Z4NU,P15144
D0F2HJ,P15144
D0UI1P,P15144
D0J0WJ,P15144
D0IW5C,P47989
D0C9ZN,P47989
D0ZC8K,P47989
D0K0WK,P11387
D01JEX,P11387
D05SSB,P03366
D01WLL,P23219
D01WLL,P35354
D0VF6F,P23219
D08ORD,P00918
D0U0QW,P00918
D0I1XT,P00918
D03VUQ,P00918
D02DCD,P00918
D0S2II,P00918
D0K4IH,P00918
D05DIH,P00918
D0E3LA,Q9NRA0
D01UUZ,Q9NRA0
D0TC4I,Q9NRA0
D01XSX,Q9NRA0
D04LTV,O14746
D0EB4X,O14746
D0JR3Y,O14746
D03SFB,O14746
D0T1ZM,O14746
D0TU7I,P27338
D0VO7C,P41143
D0VO7C,P41145
D0VO7C,P35372
D0P5TR,P21964
D02TFD,P21397
D02TFD,P27338
D0S3QN,P21397
D0S3QN,P27338
D0T1FJ,P21397
D0T1FJ,P27338
D0F5EJ,P22303
D0F5EJ,P06276
D01KVT,P22303
D01KVT,P06276
D06NUU,P54289
D07QDU,P54289
D0H2VW,P54289
DB12743,P54289
D02ZIQ,P31645
D0R5AD,Q01959
D0R5AD,P23975
D0O2LC,Q01959
D0O2LC,P23975
D07SAA,Q01959
D07SAA,P23975
D07SAA,P31645
D02EKR,Q01959
D00GDI,Q01959
D00GDI,P23975
D00GDI,P31645
D01RWY,Q01959
D01RWY,P23975
D0V8IZ,Q01959
D0V8IZ,P23975
D07IOX,Q01959
D07IOX,P23975
D0XY9E,Q01959
D0XY9E,P23975
D05PLF,Q01959
D00WMS,Q01959
D00WMS,P23975
D04KZX,Q01959
D04KZX,P23975
D04KZX,P31645
D0G1XP,Q01959
D0G1XP,P23975
D0G1XP,P31645
D02NUR,Q01959
D0J5EF,Q01959
DB00719,P35367
D09GQP,P41143
D09GQP,P35372
D0M6CZ,P41143
D0M6CZ,P35372
D07ZIG,P41143
D07JOZ,P14061
D0C9KZ,P14061
D0M0KX,P08684
D0M0KX,P10635
D0M0KX,P14061
D0Q3AN,P14061
D03XHF,P14061
D0P6JE,P14061
D0B6SF,P14061
D0Z1MJ,P14061
D0TA0J,P14061
D02BEJ,P14061
D0A2GN,P14061
D0UR6C,P14061
D09GQE,P14061
D01ZCG,P14061
D01JVG,P14061
D0Y2RL,P08684
D0Y2RL,P10635
D0Y2RL,P14061
D08OKP,P14061
D01RZP,P08684
D01RZP,P10635
D01RZP,P14061
D0BF3Y,P14061
D0J8LU,P14061
DB08839,P08908
DB08839,P28223
D0KE8R,P10253
D0Q5PQ,P18031
D01EJH,P18031
DB15588,P18031
D0F1EB,P41143
D0F1EB,P41145
D0F1EB,P35372
D0C1WL,P03366
DB12378,P35354
D0E1ZS,P18031
D0D8QO,P18031
D09WED,P18031
D08VRV,P18031
D0C8IB,Q9Y5N1
D0C8IB,Q9H3N8
D0H4ID,Q9Y5N1
D0M3PO,P00918
D0OI1H,P00918
D05XZM,P00918
D0P6AM,P00918
D0YU8J,P00918
D01STY,P00918
D0X6IE,P00918
DB07050,P00918
D0ZC3W,P00918
D0Q8AT,P18031
D0O7ZL,P18031
D07EAJ,P16050
D07EAJ,P09917
D05FJM,P18054
D05FJM,P16050
D05FJM,P09917
D0N9IX,P10253
D07WIC,O00763
D01AMV,P41594
D0Q9CM,P41594
D01FGW,P41594
D02FMR,Q13255
D02FMR,P41594
D02MOV,P41594
D0L0KO,P41594
D0J5SK,P00533
D0J5SK,P41594
D04YTO,P41594
D08USC,P41594
D0R6ZS,Q13255
D0R6ZS,P41594
D03VAO,Q13255
D03VAO,P41594
D0U7IO,P41594
D09JHM,P41594
D0Y5CG,P08908
D0Y5CG,P23975
D0Y5CG,P31645
D07DWS,P08908
D07DWS,P23975
D07DWS,P31645
D0N2RJ,P08908
D0N2RJ,P23975
D0N2RJ,P31645
D0M3TK,P08908
D0M3TK,Q01959
D0M3TK,P23975
D0M3TK,P31645
D0ZU5W,P08908
D0ZU5W,P23975
D0ZU5W,P31645
D0S4JT,P08908
D0S4JT,Q01959
D0S4JT,P23975
D0S4JT,P31645
D00HCC,P08908
D00HCC,Q01959
D00HCC,P23975
D00HCC,P31645
D0H2TS,Q01959
D0H2TS,P23975
D0H2TS,P31645
D04ZPF,P08908
D04ZPF,Q01959
D04ZPF,P23975
D04ZPF,P31645
D04NDO,P08908
D04NDO,Q01959
D04NDO,P23975
D04NDO,P31645
D00DEH,P08908
D00DEH,Q01959
D00DEH,P23975
D00DEH,P31645
D0Q6SH,Q01959
D0Q6SH,P23975
D0Q6SH,P31645
D0IC4J,P08908
D0IC4J,Q01959
D0IC4J,P23975
D0IC4J,P31645
D0R3TA,P08908
D0R3TA,Q01959
D0R3TA,P23975
D0R3TA,P31645
D06UDU,Q01959
D06UDU,P23975
D06UDU,P31645
D04NKQ,P08908
D04NKQ,Q01959
D04NKQ,P23975
D04NKQ,P31645
D05LJC,P08908
D05LJC,Q01959
D05LJC,P23975
D05LJC,P31645
D08JLB,P08908
D08JLB,Q01959
D08JLB,P23975
D08JLB,P31645
D01YNZ,P08908
D01YNZ,Q01959
D01YNZ,P23975
D01YNZ,P31645
D0V0PR,Q01959
D0V0PR,P23975
D0V0PR,P31645
D03DQQ,P08908
D03DQQ,Q01959
D03DQQ,P23975
D03DQQ,P31645
D01MBF,P08908
D01MBF,Q01959
D01MBF,P23975
D01MBF,P31645
D0E6PQ,P08908
D0E6PQ,Q01959
D0E6PQ,P23975
D0E6PQ,P31645
D00KRQ,P08908
D00KRQ,Q01959
D00KRQ,P23975
D00KRQ,P31645
D09IIH,P08908
D09IIH,Q01959
D09IIH,P23975
D09IIH,P31645
D05RWZ,P07550
D04BYL,P35368
D09VWK,P06401
D0TH7S,P09874
D0XZ5D,P09874
D0PT1K,P09874
D02QZF,P09874
D0I2AF,P09874
D0IX3I,P09874
D08OUR,P09874
D0D7DC,P41594
D06ZSX,P41594
D0D4AE,P41594
D09ITX,P15559
D06BHJ,P15559
D03CDH,P15559
D09FMZ,P15559
D08XJX,P15559
D0H4YP,P15559
D02ONP,P15559
D0Y7QZ,P06493
D0Y7QZ,P14635
D0L5GS,P06493
D0L5GS,P14635
D05KYE,P23219
D0B1FM,Q01959
D0B1FM,P31645
D0Y0BB,Q01959
D0Y0BB,P31645
D0US2X,Q01959
D0US2X,P31645
D05VTT,Q01959
D05VTT,P31645
D0S0EE,Q01959
D0S0EE,P31645
D08IFQ,Q01959
D08IFQ,P31645
D06HOI,P00742
D0J1QT,P00734
D0J1QT,P00742
D0J1QT,P00750
D0V2ZB,P54289
D0RS3R,P54289
D0L7AO,P54289
D0K9YR,P12821
D0K9YR,P42892
D0K9YR,P08473
D03STO,P08246
D07HLC,P08246
D0A5ZF,P08246
D0Z7LS,P08246
D0H8EO,P08246
D0B4WZ,P08246
D06JMS,P08246
D0MQ8A,P08246
D04ODG,P08246
D04FMU,P25779
D0L7GI,P25779
D07XQR,P25779
D0H3NS,P00915
D0H3NS,P22748
D0H3NS,Q16790
D0H3NS,O43570
D0H3NS,Q9ULX7
D0D6UR,P00915
D0D6UR,P00918
D0D6UR,Q16790
D0D6UR,O43570
D0D6UR,Q9ULX7
D0N1AW,P00915
D0N1AW,P00918
D0N1AW,P22748
D0N1AW,Q16790
D0N1AW,P23280
D0N1AW,O43570
D0N1AW,Q9ULX7
D0L5TZ,P00918
D0L5TZ,P22748
D0L5TZ,Q16790
D0L5TZ,P23280
D0L5TZ,O43570
D0L5TZ,Q9ULX7
D00XJA,P00915
D00XJA,P00918
D00XJA,Q16790
D00XJA,O43570
D00XJA,Q9ULX7
D0G3BI,P00915
D0G3BI,P00918
D0G3BI,P22748
D0G3BI,Q16790
D0G3BI,O43570
D0G3BI,Q9ULX7
D00RNZ,P22748
D00RNZ,Q16790
D00RNZ,O43570
D00RNZ,Q9ULX7
D0LU4S,Q16790
D0LU4S,P23280
D0LU4S,O43570
D0LU4S,Q9ULX7
D0RB0D,P00915
D0RB0D,Q16790
D0RB0D,O43570
D0RB0D,Q9ULX7
D05QUG,Q16790
D05QUG,O43570
D05QUG,Q9ULX7
D0OT5L,Q16790
D0OT5L,P23280
D0OT5L,O43570
D0OT5L,Q9ULX7
D06DYP,P00915
D06DYP,Q16790
D06DYP,O43570
D06DYP,Q9ULX7
DB04665,P22748
DB04665,Q16790
DB04665,P23280
DB04665,O43570
DB04665,Q9ULX7
D05VSK,Q16790
D05VSK,O43570
D05VSK,Q9ULX7
D0U4BB,P00915
D0U4BB,P22748
D0U4BB,Q16790
D0U4BB,P23280
D0U4BB,O43570
D0U4BB,Q9ULX7
DB11990,P41597
D0KV4G,P28335
D0A6LB,P28223
D0A6LB,P28335
D08YZM,P28335
D04VXP,P28335
D01FOM,P28335
D0J1VB,P28335
D00DHV,P28335
D05FKE,P28335
D0Q4AQ,P28335
D05RKH,P28335
D0ZY7X,P10635
D05OEO,P25101
D08TXL,P21554
D08TXL,P34972
D0W0CO,P41143
D0W0CO,P41145
D0W0CO,P35372
D00SDP,P41143
D00SDP,P41145
D00SDP,P35372
D09FLC,P41143
D09FLC,P41145
D09FLC,P35372
D03KAQ,P41145
D03KAQ,P35372
D0P5QI,P41143
D0P5QI,P41145
D0P5QI,P35372
D05FEQ,P41143
D0K1BV,P41143
D0K1BV,P41145
D0K1BV,P35372
D0Y5ZP,P41143
D0Y5ZP,P41145
D0Y5ZP,P35372
D0P6FF,P41143
D0P6FF,P41145
D0P6FF,P35372
D09RUY,P41143
D09RUY,P41145
D09RUY,P35372
DB14027,P43220
D0SE2D,P41594
D09IWI,P04062
D0SO5A,Q8NER1
DB11725,P50406
D0T1YY,O75762
DB11725,P35367
D06SMN,P09960
D0V0MH,P09960
D0P7DF,P09960
D0VN8V,P09960
D04WCI,Q16539
D0R1FR,P22303
D03CVY,Q02880
D02RXG,P41145
D02RXG,P35372
D0D6KZ,P41145
D0D6KZ,P35372
D08FYQ,P41145
D08FYQ,P35372
DB12588,O60674
D07PMP,P48736
DB12582,P21397
DB12582,P27338
D00GQM,P42345
D0TC5H,P42345
D0Y1DR,P42345
D0AH8Q,P42345
D0F1SI,P42345
D04SPO,P08246
DB12116,P08246
D04GOO,P45452
D01OKF,P04626
DB12082,Q14432
D0Y2BD,P47712
D0W4VM,P47712
DB08926,Q9UBC3
D06RGX,Q9UBC3
D0J5VK,Q9UBC3
D0LS2U,Q9UBC3
DB11672,Q9UBC3
D0S6CO,P00915
D0S6CO,P00918
D0IH6W,P03470
D03XVT,P03470
D05MHL,O60674
D05MHL,P52333
D05HJG,P09874
D05RXG,P09874
D0W5EF,Q9UNI1
D0J5DN,P14679
D09FDZ,P14679
D00GUE,Q9Y5Y4
D0VB6X,P30542
D0VB6X,P29274
D0VB6X,P29275
D08MRB,P30542
D08MRB,P29274
D08MRB,P29275
D0B1RV,P30542
D0B1RV,P29274
D0B1RV,P29275
D0LP5G,P30542
D0LP5G,P29274
D0LP5G,P29275
D0V8MD,P30542
D0V8MD,P29274
D0E3WT,Q9Y5Y4
D0Z5GR,P08908
D0Z5GR,P23975
D0F6GB,P08908
D0F6GB,Q01959
D0F6GB,P23975
D0F6GB,P31645
D0K6ZT,P08908
D0K6ZT,P23975
D0K6ZT,P31645
D0KT2M,P08908
D0KT2M,Q01959
D0KT2M,P23975
D0KT2M,P31645
D0CG2Y,P08908
D0CG2Y,Q01959
D0CG2Y,P23975
D0CG2Y,P31645
D00FMX,P08908
D00FMX,P23975
D00FMX,P31645
D0W8YO,P08908
D0W8YO,Q01959
D0W8YO,P23975
D0W8YO,P31645
D08ZOV,P29274
D01XGG,P29274
D0H0AO,P29274
D0S5OR,P14679
D02IJM,P14679
D0B6UU,Q01959
D0B6UU,P31645
D0F4ZW,P00918
D06GXT,P13866
D0S1MI,P31639
D0S1MI,P13866
D0M8VV,P31639
D04RBU,P14416
D04RBU,P35462
D02AYX,Q96EB6
D07ZZD,P46098
D0X7HD,P46098
D0X7HD,P36544
D03AHQ,Q9UKP6
D03NCB,Q9UKP6
D03JLK,Q9UKP6
D0YY3T,Q9UKP6
D0P1HC,Q9UKP6
D0J7HS,Q9UKP6
D07AEC,P24941
D0K8DY,P28223
D0B1XZ,P27338
D04DCW,P27338
D0ZH0T,P27338
D0O0MY,P27338
D0R3LP,P27338
D0D2JH,P27338
D03XQB,P27338
D0IK2S,P27338
D0Y0KU,P27338
D00HVZ,P27338
D0A2FO,P27338
D02KXU,P27338
D0T1GP,P27338
D0Z2XR,P27338
D0F2SM,P27338
D07WIJ,P27338
D09PBW,P27338
D02WOQ,P27338
D0B3QN,P27338
D0P1YC,P27338
D01KZF,P27338
D0L6HE,P27338
D0I5CZ,P27338
D00PJT,P27338
D0N4DR,P27338
D0TB1E,P27338
D0G6MA,P27338
D0P7SY,P27338
D03BQJ,P27338
D01VPZ,P27338
D0Y5OB,P27338
D0W7XK,P27338
D0C9GI,P27338
D0I9AA,P27338
D0ZI0S,P27338
D07HFF,P27338
D08HKC,P27338
D0T7VA,P27338
D01VIA,P21554
D01VIA,P34972
D0N0ME,P21554
D0N0ME,P34972
D04ICJ,P21554
D04ICJ,P34972
D0ID6U,P06756
D0ID6U,P05106
D09DSZ,P14902
D0UV8T,P14902
D06OUR,P14902
D00XOT,P14902
D00UIK,P14902
D0A7NH,P14902
D02XRG,P14902
D0S1FF,P14902
D0G8IH,P14902
D08MOG,P14902
D08MRL,P14902
D0N1ZJ,P14902
D08XXD,P14902
D0Z4JG,P14902
D02SRL,P14902
D01CSZ,P14902
D0W3ON,P14902
D0O3IE,P14902
D01DHW,P22303
D01DHW,P06276
D02WKB,P22303
D02WKB,P06276
D0W7XL,P22303
D0W7XL,P06276
D01TLN,P22303
D01TLN,P06276
D09XSI,P22303
D09XSI,P06276
D08PUW,P48147
D0V2QP,P35354
DB12424,Q16602
D0EQ1Z,P06276
DB06333,P18031
D09RXU,P50406
D07VIO,P22303
D07VIO,P06276
D03DIP,P22303
D03DIP,P06276
D0E0ZV,P22303
D0C3IS,P22303
D0C3IS,P06276
D0LT0T,P22303
D0LT0T,P06276
D0F6VM,P22303
D0F6VM,P06276
D00VAN,P07711
D0B2JC,P07858
D0B2JC,P07711
D0M3AP,P07711
D05EPI,P22303
D01AJQ,P22303
D01AJQ,P06276
D07NBB,P21397
D07NBB,P27338
D08YCE,P21397
D08YCE,P27338
D04LPY,P21397
D04LPY,P27338
D0B6MV,P21397
D0B6MV,P27338
D00OLX,P21397
D00OLX,P27338
D02FJX,P21397
D02FJX,P27338
D0JN9R,P21397
D0JN9R,P27338
D03LJX,P29274
D0L4WN,P29274
D01VJT,P29274
D05OUG,P29274
D0H5HP,P29274
D02XMQ,P29274
D0C8ON,P29274
D06PYV,P29274
D0ZD4M,P29274
D0AA9A,P42261
D0ON2Z,P00734
D09VYW,P28845
D09VYW,P80365
D09VPP,P28845
D02XEX,P28845
D02XEX,P80365
D0J5RQ,P28845
D01EBV,P28845
D0F9RO,P28845
D00LOB,P00734
DB08905,P11511
D0B4CA,P21397
D0B4CA,P53779
D08NXC,P35367
D0Y1UL,P07949
D0W4UQ,P07949
D0Y5JB,Q9HBH1
D05TPU,Q9HBH1
D05KJX,Q9HBH1
D0SB0W,Q9HBH1
D0A5GM,Q9HBH1
D07BKE,Q9HBH1
D04UBQ,Q9HBH1
D03POU,Q9HBH1
D0S1VJ,Q9HBH1
D0H2VY,Q9HBH1
D02BBT,P21397
D02BBT,P27338
D01JMW,P27338
D0R5EW,P21397
D0R5EW,P27338
D0NS9X,P21397
D0NS9X,P27338
D0S9JC,P21397
D06IAE,P21397
D0J3IA,P21397
D0ZA4J,P21397
D05GGH,P21397
D04SJC,P21397
D04EDK,P21397
D0D0SC,P21397
DB04818,P21397
DB04818,P27338
DB08918,P23975
DB08918,P31645
D0F0ZY,P10721
D0F0ZY,P35968
DB06813,Q9HBH1
DB06209,Q9H244
DB06176,Q13547
D08WHC,P15538
D0N8QD,P15538
D07JMO,P15538
D0S4WQ,P15538
D08HHA,P15538
D0HL9S,P15538
D03VRC,P15538
D07DQJ,P15538
D0W8IZ,P15538
D0NV7W,P15538
D0I2UH,P15538
D00PXF,P15538
D02PSL,P15538
D0P1UO,P15538
D0V6QN,P15538
D06RSD,P15538
D0L2QD,P15538
D07EJK,P15538
D08ORG,P15538
D05FFY,P15538
D0Q8KM,P15538
D05QPR,P15538
D06NFC,P15538
D0T8JU,P15538
D08YGW,P15538
D0C7YL,P15538
D0D8KN,P15538
D0AK9S,P15538
D0PH1G,P15538
D09HEA,P15538
DB04581,P15538
D03CWL,P15538
D0JE1I,P15538
D0V7UG,P47211
D0V7UG,O43603
D0S4VO,P47211
D0S4VO,O43603
D07NOJ,P47211
D07NOJ,O43603
D01LMH,P47211
D01LMH,O43603
D0H4DF,P47211
D0H4DF,O43603
D0Q3CB,P47211
D0Q3CB,O43603
D0PY7O,P47211
D0PY7O,O43603
D0Z2PJ,P00740
D05MJU,P00740
D0EK9T,P00740
D0Y4KJ,P00740
D0LX0D,P00740
D0T3ZS,P27338
D0D6OR,P21397
D0D6OR,P27338
D0M4GR,P21397
D0M4GR,P27338
D0T3XC,P21397
D0T3XC,P27338
D0D5KD,P21397
D0D5KD,P27338
D0J0QW,P21397
D0J0QW,P27338
D0ID3Y,P21397
D0ID3Y,P27338
D08TFN,P21397
D08TFN,P27338
D0Z5BU,P21397
D0Z5BU,P27338
D08FXH,P21397
D08FXH,P27338
D04FLL,P21397
D04FLL,P27338
D0HU4J,P21397
D0HU4J,P27338
D0O2OH,P22303
D00JWA,P30542
D00JWA,P29274
D00JWA,P29275
D00JWA,P0DMS8
D0Q3KS,P49841
D07YJG,P22303
D07YJG,P06276
D0L5QJ,P22303
D0L5QJ,P06276
D01DAQ,P19971
D06FXO,P50406
D0C4AE,P50406
D0Y4WH,P50406
D0LT5D,P34969
D02HZG,P34969
D0B9TN,P34969
D0B5ST,P08908
D0X7SD,P34969
D07JRV,P34969
D0MS3V,P08908
D0K0HU,P34969
D0L7HP,Q9UBN7
D0L7HP,Q9BY41
D01AMS,Q13547
D05GRZ,Q13547
D0B8RC,Q13547
D0SQ1F,Q13547
D01ZMJ,Q13547
D0L5KP,Q13547
D08TIJ,Q13547
D0J3CY,Q13547
D08ICY,Q13547
D0Q2CC,Q13547
D0H7QA,Q13547
D0L6YF,Q13547
D00HFS,Q13547
D0M1YV,P41143
D0M1YV,P41145
D0M1YV,P35372
D01EPU,P41143
D0Q5AJ,P41143
D0Q5AJ,P41145
D0Q5AJ,P35372
DB11842,P30556
D0N2WA,P30556
D06PJZ,P30556
D07EWK,P30556
D0XO1T,P30556
D0O1YO,P30556
D06DRC,P30556
D00LWG,P30556
D0U7QE,P30556
D08DXA,P21589
D08DXA,P41231
D0DZ1K,P21589
D0DZ1K,Q15077
D0B0ZQ,Q15077
D0I5PY,P11511
D0I4LL,P08842
D09YGD,P14679
D0D7KE,P14679
D09OGW,P14679
D0BR1V,P14679
D0SE1R,P14679
D0PG8M,P14679
D0O7CX,P14679
D0Q5QC,P52732
D0U4TY,P43235
D0U4TY,P25774
D0Y5LX,P43235
D01JGB,P43235
D01JGB,P25774
D04XCB,P21453
D08VLT,P21453
D03QKF,Q08210
D00CPI,P14416
D0X3JB,P14416
D05AIN,P14416
D04AAI,P14416
D0G2HT,P14416
D0X5LJ,P14416
D0C0GL,Q01959
D0C0GL,P23975
D0Q8IQ,Q01959
D0Q8IQ,P23975
D02ZIQ,Q01959
D02ZIQ,P23975
D0H4AD,Q01959
D0H4AD,P23975
D0H4AD,P31645
D0G0CJ,Q01959
D0G0CJ,P23975
D09XWL,Q01959
D09XWL,P23975
D0ZE4C,Q01959
D0ZE4C,P23975
D0ZE4C,P31645
D0P9EO,Q01959
D0P9EO,P23975
D0U3SB,Q01959
D0U3SB,P23975
D06LCK,Q01959
D06LCK,P23975
D01YED,Q01959
D01YED,P23975
D0GY8R,Q01959
D0GY8R,P23975
D0VY9K,Q01959
D0VY9K,P23975
D0R8EV,Q01959
D0R8EV,P23975
D0R8EV,P31645
D0Y7CS,Q01959
D0Y7CS,P23975
D09BYB,Q01959
D09BYB,P23975
DB11665,P00533
DB11665,P04626
DB11665,P36888
DB11665,P35968
D0OF3M,P50052
D09BQY,P49841
D04ACJ,P49841
D01IPF,P49841
D0A9MY,P49841
D03OED,P49841
D0IL0G,P49841
D0E6GC,P49841
D0T1CE,P49841
D07IVD,P49841
D04VBD,P49841
D0R6TL,P49841
D0M3SC,P49841
D06YMZ,P49841
D0EW3L,P12821
DB08839,P50406
D0S2DW,P22303
D0FI9G,P22303
D0XN8A,P22303
DB06350,Q9H244
D00XCC,P25103
D0BV8M,P25103
D0J6SX,P25103
D07YFY,P25103
D0M0ZB,P25103
D0XR4J,P25103
D05RGO,P25103
D02BOG,P25103
D03DLD,P25103
D03FQU,P25103
D0DB8W,P25103
D0NV9C,P50281
D0NV9C,P78536
D09ZOA,P50281
D09ZOA,P78536
D0XK7G,P50281
D0XK7G,P78536
D0I2XM,P08588
D0I2XM,P07550
D09OPL,P06276
D09HZE,P06276
D00VXE,P06276
D0K7EC,P06276
D00XHC,P06276
D0B0ZM,P06276
D08ZLS,P06276
D08NNF,P06276
D09GKY,P06276
D04AWS,P06276
D0K3YM,P06276
D0G0GZ,P22303
D0G0GZ,P06276
D0R2GR,P06276
D0Y0UV,P06276
D0D8IH,P06276
D0DR7A,P06276
D0DB9T,P06276
DB08846,P00915
DB08846,P00918
DB08846,P22748
DB08846,Q16790
DB08846,P23280
DB08846,O43570
DB08846,Q9ULX7
DB04066,P00915
DB04066,P00918
DB04066,P22748
DB04066,Q16790
DB04066,P23280
DB04066,O43570
DB04066,Q9ULX7
DB07767,P00915
DB07767,P00918
DB07767,P22748
DB07767,Q16790
DB07767,P23280
DB07767,O43570
DB07767,Q9ULX7
D0NO5E,P30542
D0NO5E,P29274
D0NO5E,P29275
D0NO5E,P0DMS8
DB12569,P29274
DB12569,P29275
DB12569,P0DMS8
D08BIP,Q16539
D0T5DO,P23219
DB03980,Q16539
D0C1GO,P35354
DB01954,Q08499
D00HFT,P31639
D00HFT,P13866
D0L8OJ,P31639
D0L8OJ,P13866
D05AZW,P31639
D05AZW,P13866
D01DIQ,P31639
D01DIQ,P13866
D0I2FC,P31639
D0I2FC,P13866
D0R5EF,P49841
D0YM4A,P49841
D07PTD,P49841
D03LRQ,P15121
D0CX4E,P15121
D0G4CJ,P15121
D0K1QD,P00918
D0K1QD,O43570
D05ETN,P00915
D05ETN,P00918
D05ETN,Q16790
D05ETN,O43570
D05ETN,Q9ULX7
D02BMV,P00915
D02BMV,P00918
D02BMV,Q16790
D02BMV,O43570
D02BMV,Q9ULX7
D05EBZ,P00915
D05EBZ,P00918
D05EBZ,Q16790
D05EBZ,O43570
D08JCC,P00915
D08JCC,P00918
D08JCC,Q16790
D08JCC,O43570
D0R4KQ,P00915
D0R4KQ,P00918
D0R4KQ,Q16790
D0R4KQ,O43570
D0R4KQ,Q9ULX7
D09TKG,P00915
D09TKG,P00918
D09TKG,Q16790
D09TKG,O43570
D09TKG,Q9ULX7
D0V5OW,P00915
D0V5OW,P00918
D0V5OW,Q16790
D0V5OW,O43570
D0V5OW,Q9ULX7
D01OTW,P00915
D01OTW,P00918
D01OTW,Q16790
D01OTW,O43570
D01OTW,Q9ULX7
D0Q5VB,P00915
D0Q5VB,P00918
D0Q5VB,Q16790
D0Q5VB,O43570
D0Q5VB,Q9ULX7
D02NQK,P00915
D02NQK,P00918
D02NQK,Q16790
D02NQK,O43570
D05JAJ,P00915
D05JAJ,P00918
D05JAJ,Q16790
D05JAJ,O43570
D05JAJ,Q9ULX7
D03KRB,P00915
D03KRB,P00918
D03KRB,Q16790
D03KRB,O43570
D03KRB,Q9ULX7
D06IOI,P00915
D06IOI,P00918
D06IOI,Q16790
D06IOI,O43570
D06IOI,Q9ULX7
D04VSP,P00915
D04VSP,P00918
D04VSP,Q16790
D04VSP,O43570
D04VSP,Q9ULX7
D0UM1I,P00915
D0UM1I,P00918
D0UM1I,Q16790
D0UM1I,O43570
D0UM1I,Q9ULX7
D00IKQ,P00915
D00IKQ,P00918
D00IKQ,Q16790
D00IKQ,O43570
D0J7GU,P00915
D0J7GU,P00918
D0J7GU,Q16790
D0J7GU,O43570
D0J7GU,Q9ULX7
D01NVD,P06401
D00ZGW,P06401
D0N0OE,P30542
